relativeHumidity,70,2
umidità,86.64,2
luminousFlux,2.3604782259904e-310,3
noise,2.3604782259904e-310,4
emareteurtp,14.57,0
temperature,13.87,1
luminousFlux,171.16,3
temperature,19.41,1
luminous,0,3
temperature,21.67,1
light,0.17,3
umidità,2.37035722076702e-310,2
temperature,19.61,1
temp,-50,1
temperature,16.25,1
luz,0,3
sonido,2.3604782259904e-310,4
relativeHumidity,72,2
temperature,6.64,1
temperatura,13.67,1
temp,7.16,1
temperature,25.54,1
som,51.9,4
luz,2908.92,3
temperature,18.38,1
Humidity,76.46,2
luminousFlux,0,3
lux,9390.27,3
som,54.2,4
luminous,0,3
luminous,6561887.4,3
umidità,-2.08,2
temperature,2.3604782259904e-310,1
umidità,63,2
sonido,70.2,4
umidità,37,2
temperature,15.16,1
temperature,14.58,1
luminousFlux,931.02,3
light,0,3
luminousFlux,721.09,3
temperature,9.29,1
luminousFlux,0,3
temperature,14.7,1
light,0,3
ulsxiouumlnF,87.36,0
som,2.3604782259904e-310,4
umidade,72,2
sound,67.7,4
luminous,42819.9,3
sound,50,4
temperature,17.48,1
luminousFlux,0,3
temperature,-49.61,1
temperature,12.96,1
umidità,73,2
temperature,21.16,1
luminous,15030.44,3
light,7.6,3
sound,2.3604782259904e-310,4
luminousFlux,0,3
luminousFlux,3365.18,3
luminousFlux,21059.2,3
umidità,200,2
light,0,3
sonido,71.3,4
lux,2370.45,3
relativeHumidity,86,2
umidità,77,2
luminous,88454.49,3
sonido,50,4
luminous,0,3
temperature,20.45,1
temperature,17.16,1
temperatura,-36.32,1
Fxuliunuomsl,89.39,0
light,836.71,3
temperature,10.64,1
umidità,77.79,2
temp,16.83,1
rruetaetpme,56.31,0
temperature,-32.96,1
temperature,15.16,1
luz,3849.61,3
relativeHumidity,200,2
temperature,2.3604782259904e-310,1
temperature,2.3604782259904e-310,1
light,0,3
light,32917.34,3
luminousFlux,2450.15,3
luminous,0,3
sonido,51.9,4
lux,0.03,3
luz,18014.34,3
umidità,73,2
sound,58.6,4
som,50,4
lux,18014.34,3
sonido,2.3604782259904e-310,4
temperatura,14.45,1
temperature,14.64,1
temp,11.61,1
luz,0,3
temperature,15.74,1
temperature,15.35,1
temperature,16.51,1
som,50,4
noise,2.3604782259904e-310,4
temperature,19.35,1
temperature,2.3604782259904e-310,1
sound,56,4
temperature,10.19,1
luminousFlux,1.31,3
temperature,28.83,1
luz,0,3
temp,18.51,1
lux,674.62,3
temperature,8.19,1
Humidity,85.6,2
luz,10549.35,3
temperature,8.83,1
temp,11.09,1
temperature,-43.22,1
sound,2.3604782259904e-310,4
light,0,3
luminous,0,3
umidità,81,2
light,0,3
temp,15.87,1
luz,2.54,3
lux,50993.28,3
temperature,19.48,1
luminousFlux,0,3
sound,50,4
temperature,22.06,1
light,2759.74,3
temperature,10.19,1
temperatura,18.64,1
lviditHueamytrei,161.51,0
temperature,15.22,1
temperature,6.38,1
sonido,52.5,4
umidità,84,2
temperature,8.06,1
sonido,2.3604782259904e-310,4
luminousFlux,234.64,3
temperature,18.51,1
umidità,68,2
relativeHumidity,51,2
temperatura,15.93,1
umidità,200,2
mtrupetreea,116.24,0
som,50,4
temperature,15.74,1
temperature,17.16,1
light,0,3
luminousFlux,23857.51,3
luminousFlux,10549.35,3
temperature,16.7,1
luz,0,3
temp,16.64,1
umidità,47,2
sound,50,4
temperature,10.12,1
sound,2.3604782259904e-310,4
temperature,18.45,1
relativeHumidity,85,2
temperature,14,1
